pcode_ts,pcode_st,name_st,name_ts,candidate_name,party_name,votes
MMR013028,MMR013,Yangon,Kawhmu,U Myint Thaung,National Democratic Force,4757
MMR013026,MMR013,Yangon,Kayan,U Thein Tan,Independent Candidates,256
MMR013026,MMR013,Yangon,Kayan,U Maung Maung Thein,Union Solidarity And Development Party,63979
MMR013026,MMR013,Yangon,Kayan,U Than Maung,National Unity Party (NUP),12509
MMR013026,MMR013,Yangon,Kayan,U Kyaw Thuya,National Democratic Force,9388
MMR013029,MMR013,Yangon,Kungyangon,U Lun Thi,Union Solidarity And Development Party,57731
MMR013029,MMR013,Yangon,Kungyangon,U Min Naing,National Unity Party (NUP),5304
MMR013029,MMR013,Yangon,Kungyangon,U Tin Lin,National Democratic Force,3639
MMR013033,MMR013,Yangon,Kyauktada,U Tun Shwe,Wunthanu NLD (The Union Of Myanmar),418
MMR013033,MMR013,Yangon,Kyauktada,U Khin Zaw Win,88 Generation Student Youths (Union Of Myanmar),864
MMR013033,MMR013,Yangon,Kyauktada,U Soe Win,Union Solidarity And Development Party,4668
MMR013033,MMR013,Yangon,Kyauktada,U Kyaw Nyunt,National Unity Party (NUP),1235
MMR013033,MMR013,Yangon,Kyauktada,U Thant Zin Myint,Democratic Party (Myanmar),1108
MMR013033,MMR013,Yangon,Kyauktada,Saw Win,Phalon-Sawaw Democratic Party,119
MMR013033,MMR013,Yangon,Kyauktada,U Than Tun,National Democratic Force,4065
MMR013024,MMR013,Yangon,Kyauktan,U Aung Kyaw Khin,Union Solidarity And Development Party,31738
MMR013024,MMR013,Yangon,Kyauktan,U Soe Lin,National Unity Party (NUP),11366
MMR013024,MMR013,Yangon,Kyauktan,U Kyi Than,National Democratic Force,30996
MMR013038,MMR013,Yangon,Kyeemyindaing,U Kyaw Moe Lwin,88 Generation Student Youths (Union Of Myanmar),6128
MMR013038,MMR013,Yangon,Kyeemyindaing,U Than Sein,Union Solidarity And Development Party,19225
MMR013038,MMR013,Yangon,Kyeemyindaing,U Than Sein,National Unity Party (NUP),4280
MMR013038,MMR013,Yangon,Kyeemyindaing,U Aung San Oo,Peace and Diversity Party,966
MMR013038,MMR013,Yangon,Kyeemyindaing,U Maung Maung Gyee,National Democratic Force,14920
MMR013035,MMR013,Yangon,Lanmadaw,U Khin Maung Htay,Independent Candidates,335
MMR013035,MMR013,Yangon,Lanmadaw,U Thet Tun,Independent Candidates,254
MMR013035,MMR013,Yangon,Lanmadaw,Daw Myint Myint Sein,88 Generation Student Youths (Union Of Myanmar),747
MMR013035,MMR013,Yangon,Lanmadaw,U Min Min Tun Myat,Union Solidarity And Development Party,4333
MMR013035,MMR013,Yangon,Lanmadaw,U Khin Maung Yee(A)U Yee,National Unity Party (NUP),1578
MMR013035,MMR013,Yangon,Lanmadaw,U Bo Mingalar,Democratic Party (Myanmar),1145
MMR013035,MMR013,Yangon,Lanmadaw,U Khin Maung Win,National Democratic Force,6830
MMR013036,MMR013,Yangon,Latha,Daw Thin Thin Moe,Union Solidarity And Development Party,3487
MMR013036,MMR013,Yangon,Latha,Daw Kay Khine Aung Khin,National Unity Party (NUP),1309
MMR013036,MMR013,Yangon,Latha,U Kyee Myint,National Democratic Force,5289
MMR013042,MMR013,Yangon,Mayangone,U Than Oo,88 Generation Student Youths (Union Of Myanmar),9488
MMR013042,MMR013,Yangon,Mayangone,Dr. Pwint San,Union Solidarity And Development Party,41183
MMR013042,MMR013,Yangon,Mayangone,U Lone Sein,National Unity Party (NUP),8925
MMR013042,MMR013,Yangon,Mayangone,Daw Khin Phyu Phyu Nyein,National Democratic Force,23305
MMR013042,MMR013,Yangon,Mayangone,U Kyaw Zayar,Democracy And Peace Party,3524
MMR013002,MMR013,Yangon,Mingaladon,U Tin Maung Win,Union Solidarity And Development Party,74170
MMR013002,MMR013,Yangon,Mingaladon,U Zaw Min,National Unity Party (NUP),15739
MMR013002,MMR013,Yangon,Mingaladon,U Kyi Win,National Political Alliances League,15612
MMR013002,MMR013,Yangon,Mingaladon,U Nyo Min Lwin,Peace and Diversity Party,6292
MMR013022,MMR013,Yangon,Mingalartaungnyunt,U Thu Wei,Democratic Party (Myanmar),20257
MMR013022,MMR013,Yangon,Mingalartaungnyunt,U Hla Myo Myint,Independent Candidates,1717
MMR013022,MMR013,Yangon,Mingalartaungnyunt,U Aung Kyi,Union Solidarity And Development Party,28566
MMR013022,MMR013,Yangon,Mingalartaungnyunt,U Khin Maung Lwin,National Unity Party (NUP),4292
MMR013022,MMR013,Yangon,Mingalartaungnyunt,U Zaw Win,National Democratic Party For Development,5442
MMR013012,MMR013,Yangon,North Okkalapa,(Dr.) Than Win,National Democratic Force,53396
MMR013012,MMR013,Yangon,North Okkalapa,U Ba Tint Swe,Independent Candidates,18739
MMR013012,MMR013,Yangon,North Okkalapa,U Pho Htaung,88 Generation Student Youths (Union Of Myanmar),5819
MMR013012,MMR013,Yangon,North Okkalapa,U Myint Han,Union Solidarity And Development Party,45584
MMR013012,MMR013,Yangon,North Okkalapa,U Aung Than,National Unity Party (NUP),10318
MMR013034,MMR013,Yangon,Pabedan,Dr. Tin Aung Shwe,Independent Candidates,1562
MMR013034,MMR013,Yangon,Pabedan,U Than Htwe,National Unity Party (NUP),794
MMR013034,MMR013,Yangon,Pabedan,U Khin Maung Swe,National Democratic Party For Development,1990
MMR013034,MMR013,Yangon,Pabedan,U Tin Htwe,National Democratic Force,4261
MMR013034,MMR013,Yangon,Pabedan,U Aung San,Union Solidarity And Development Party,5447
MMR013034,MMR013,Yangon,Pabedan,U Myo Nyunt,Democracy And Peace Party,258
MMR013016,MMR013,Yangon,Pazundaung,U Yan Kyaw (Aka) U Nay Win,Independent Candidates,2565
MMR013016,MMR013,Yangon,Pazundaung,U Tin Tun Oo,Union Solidarity And Development Party,7245
MMR013016,MMR013,Yangon,Pazundaung,U Hla Sein,National Unity Party (NUP),1131
MMR013016,MMR013,Yangon,Pazundaung,U Aung Zin,National Democratic Force,7335
MMR013039,MMR013,Yangon,Sanchaung,Daw Nay Yi Ba Swe,Democratic Party (Myanmar),5162
MMR013039,MMR013,Yangon,Sanchaung,U Thein Lwin,88 Generation Student Youths (Union Of Myanmar),2939
MMR013039,MMR013,Yangon,Sanchaung,Dr.Paing Soe,Union Solidarity And Development Party,12286
MMR013039,MMR013,Yangon,Sanchaung,U Nyunt Swe,National Unity Party (NUP),2938
MMR013039,MMR013,Yangon,Sanchaung,U Soe Win,National Democratic Force,13713
MMR013031,MMR013,Yangon,Seikgyikanaungto,U Maung Par,Union Solidarity And Development Party,8701
MMR013031,MMR013,Yangon,Seikgyikanaungto,U Mya Than,National Unity Party (NUP),942
MMR013031,MMR013,Yangon,Seikgyikanaungto,U Htet Aung Kyaw,National Democratic Force,4283
MMR013045,MMR013,Yangon,Seikkan,Dr. Ne Lin,Union Solidarity And Development Party,1024
MMR013045,MMR013,Yangon,Seikkan,U Khin Maung Ohn,National Unity Party (NUP),97
MMR013045,MMR013,Yangon,Seikkan,U Soe Oo,National Democratic Force,392
MMR013007,MMR013,Yangon,Shwepyithar,Daw Khin Thein Win,Independent Candidates,2745
MMR013007,MMR013,Yangon,Shwepyithar,U Naing Tun Kyaw,88 Generation Student Youths (Union Of Myanmar),16374
MMR013007,MMR013,Yangon,Shwepyithar,U Tin Maung Oo,Union Solidarity And Development Party,47871
MMR013007,MMR013,Yangon,Shwepyithar,U Sein Lwin,National Unity Party (NUP),13606
MMR013007,MMR013,Yangon,Shwepyithar,U Kan Win Zaw,Democratic Party (Myanmar),27497
MMR013011,MMR013,Yangon,South Okkalapa,U Kaung Myint Htut,Independent Candidates,6585
MMR013011,MMR013,Yangon,South Okkalapa,U Aung Thein Linn,Union Solidarity And Development Party,43334
MMR013011,MMR013,Yangon,South Okkalapa,U Sein Tun,National Unity Party (NUP),4521
MMR013011,MMR013,Yangon,South Okkalapa,Daw Tin Tin Mya,Democratic Party (Myanmar),3664
MMR013011,MMR013,Yangon,South Okkalapa,Daw Kam Khant Dein,National Democratic Force,24529
MMR013005,MMR013,Yangon,Taikkyi,U Khin Maung Kyawel,Independent Candidates,15503
MMR013005,MMR013,Yangon,Taikkyi,U Han Sein,Union Solidarity And Development Party,65640
MMR013005,MMR013,Yangon,Taikkyi,U Soe Nyein,National Unity Party (NUP),36224
MMR013005,MMR013,Yangon,Taikkyi,U Oo Myint,National Democratic Force,12054
MMR013015,MMR013,Yangon,Tamwe,U Tin San,Independent Candidates,4966
MMR013015,MMR013,Yangon,Tamwe,U Ko Ko Naing,88 Generation Student Youths (Union Of Myanmar),20424
MMR013015,MMR013,Yangon,Tamwe,Daw Lei Lei Win Swe,Union Solidarity And Development Party,23032
MMR013015,MMR013,Yangon,Tamwe,U Aung Nyunt,National Unity Party (NUP),7795
MMR013015,MMR013,Yangon,Tamwe,U Thein Tin Aung,Union Democracy Party,15161
MMR013015,MMR013,Yangon,Tamwe,U Than Tun,Union Solidarity And Development Party,3747
MMR013013,MMR013,Yangon,Thaketa,U Than Htaik Oo,88 Generation Student Youths (Union Of Myanmar),14572
MMR013013,MMR013,Yangon,Thaketa,U Maung Maung Soe,Union Solidarity And Development Party,42471
MMR013013,MMR013,Yangon,Thaketa,Uthaung Ei,National Unity Party (NUP),11459
MMR013013,MMR013,Yangon,Thaketa,U Tint Wai,National Democratic Force,39618
MMR013023,MMR013,Yangon,Thanlyin,U Lwin Oo,Union Solidarity And Development Party,59921
MMR013023,MMR013,Yangon,Thanlyin,U Han Shwe,National Unity Party (NUP),15421
MMR013023,MMR013,Yangon,Thanlyin,U Soe Kyi,Democratic Party (Myanmar),4220
MMR013023,MMR013,Yangon,Thanlyin,U Aung Naing Tun,National Democratic Force,29051
MMR013009,MMR013,Yangon,Thingangyun,U Khin Wai,Union Solidarity And Development Party,37370
MMR013009,MMR013,Yangon,Thingangyun,U Thein,National Unity Party (NUP),6639
MMR013009,MMR013,Yangon,Thingangyun,U Thein Nyunt,National Democratic Force,48603
MMR013009,MMR013,Yangon,Thingangyun,U Than Tun,Democracy And Peace Party,2817
MMR013025,MMR013,Yangon,Thongwa,U Thura Myint Maung,Union Solidarity And Development Party,45277
MMR013025,MMR013,Yangon,Thongwa,U Tun Shein,National Unity Party (NUP),16460
MMR013025,MMR013,Yangon,Thongwa,U Ko Ko,National Democratic Force,15533
MMR013027,MMR013,Yangon,Twantay,U Saw Aye Ko,Kayin Peopleês Party,9802
MMR013027,MMR013,Yangon,Twantay,U Soe Tha,Union Solidarity And Development Party,74589
MMR013027,MMR013,Yangon,Twantay,U Thaung Kyi,National Unity Party (NUP),13483
MMR013027,MMR013,Yangon,Twantay,Daw Thawda Khine,National Democratic Force,3797
MMR013010,MMR013,Yangon,Yankin,U Thar Win,Union Solidarity And Development Party,13587
MMR013010,MMR013,Yangon,Yankin,U Ko Gyee,National Unity Party (NUP),4269
MMR013010,MMR013,Yangon,Yankin,U Myo Thant,National Democratic Force,13176
